Date,Exercise,Set #,Reps,Weight,Duration
"Thursday, April 23, 2026",Incline DB Press,3,12,90,
"Thursday, April 16, 2026",Incline DB Press,1,12,90,
"Thursday, April 16, 2026",Incline DB Press,2,12,90,
"Thursday, April 16, 2026",Incline DB Press,3,12,90,
"Friday, April 10, 2026",Incline DB Press,1,12,98,
"Friday, April 10, 2026",Incline DB Press,2,12,98,
"Friday, April 10, 2026",Incline DB Press,3,12,98,
"Friday, April 3, 2026",Incline DB Press,1,12,96,
"Friday, April 3, 2026",Incline DB Press,2,12,96,
"Friday, April 3, 2026",Incline DB Press,3,12,96,
"Friday, March 20, 2026",Incline DB Press,1,12,96,
"Friday, March 20, 2026",Incline DB Press,2,12,96,
"Friday, March 20, 2026",Incline DB Press,3,12,96,
"Friday, March 13, 2026",Incline DB Press,1,12,94,
"Friday, March 13, 2026",Incline DB Press,2,12,94,
"Friday, March 13, 2026",Incline DB Press,3,12,94,
"Friday, March 6, 2026",Incline DB Press,1,12,92,
"Friday, March 6, 2026",Incline DB Press,2,12,92,
"Friday, March 6, 2026",Incline DB Press,3,12,92,
"Friday, February 27, 2026",Incline DB Press,1,12,92,
"Friday, February 27, 2026",Incline DB Press,2,12,90,
"Friday, February 27, 2026",Incline DB Press,3,12,90,
"Friday, February 20, 2026",Incline DB Press,1,12,88,
"Friday, February 20, 2026",Incline DB Press,2,12,88,
"Friday, February 20, 2026",Incline DB Press,3,12,88,
"Monday, February 16, 2026",Incline DB Press,1,10,90,
"Monday, February 16, 2026",Incline DB Press,2,10,90,
"Monday, February 16, 2026",Incline DB Press,3,10,90,
"Thursday, February 12, 2026",Incline DB Press,1,12,88,
